Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
4174,GET-CLOSE,GET-CLOSE,GET-CLOSE,1795,1940,1845,1890,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_01_11_scene19-camera1.mov,Lexical Signs,GET-CLOSE
4175,GET-CLOSE,GET-CLOSE,GET-CLOSE,3201,3330,3251,3280,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_06_10_scene23-camera1.mov,Lexical Signs,GET-CLOSE
4176,GET-CLOSE,GET-CLOSE,GET-CLOSE,1920,2045,1970,1995,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_04_scene13-camera1.mov,Lexical Signs,GET-CLOSE
207700,GET-CLOSE,GET-CLOSE,GET-CLOSE,9723,9854,9773,9804,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs,GET-CLOSE
4178,GET-IN,GET-IN,GET-IN,2745,2911,2795,2861,crvd-U,C,crvd-U,C,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs,GET-IN
4179,GET-IN,GET-IN,GET-IN,3545,3677,3595,3627,crvd-U,C,crvd-U,C,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs,GET-IN
4180,GET-IN,GET-IN,GET-IN,2487,2625,2537,2575,crvd-U,O,crvd-U,O,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GET-IN
4181,GET-ON,GET-ON,GET-ON,3892,4027,3942,3977,V,B-xd,V,B-xd,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs,GET-ON
4182,GET-ON,GET-ON,GET-ON,2723,2852,2773,2802,3,B-L,3,B-L,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GET-ON
4183,GET-OUT,GET-OUT,GET-OUT,1303,1441,1353,1391,crvd-U,O,crvd-U,O,ASL_2008_02_29_scene12-camera1.mov,Lexical Signs,GET-OUT
4184,GET-OUT,GET-OUT,GET-OUT,1355,1479,1405,1429,crvd-U,O,crvd-U,O,ASL_2011_07_19_Brady_scene57-camera1.mov,Lexical Signs,GET-OUT
4185,GET-RID-OF,GET-RID-OF,GET-RID-OF,1047,1176,1097,1126,5,5,S,S,ASL_2008_03_28_scene16-camera1.mov,Lexical Signs,GET-RID-OF
4187,GET-TICKET,GET-TICKET,GET-TICKET,1935,2090,1985,2040,crvd-V,B-L,crvd-V,B-L,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs,GET-TICKET
4188,GET-TICKET,GET-TICKET,GET-TICKET,725,867,775,817,crvd-V,B-L,crvd-V,B-L,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs,GET-TICKET
4190,GET-TICKET,GET-TICKET,GET-TICKET,430,555,480,505,crvd-V,B-L,crvd-V,B-L,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs,GET-TICKET
4191,GET-TICKET,GET-TICKET,GET-TICKET,2893,3020,2943,2970,crvd-V,B-L,crvd-V,B-L,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs,GET-TICKET
4192,GET-TICKET,GET-TICKET,GET-TICKET,930,1050,980,1000,crvd-V,B-L,crvd-V,B-L,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs,GET-TICKET
4193,GET-TICKET,GET-TICKET,GET-TICKET,2015,2138,2065,2088,crvd-V,B-L,crvd-V,B-L,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GET-TICKET
4194,GET-TICKET,GET-TICKET,GET-TICKET,3187,3311,3237,3261,crvd-V,B-L,crvd-V,B-L,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GET-TICKET
207965,GET-TICKET,GET-TICKET,GET-TICKET,1709,1842,1759,1792,crvd-V,B-L,crvd-V,B-L,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs,GET-TICKET
207966,GET-TICKET,GET-TICKET,GET-TICKET,1912,2038,1962,1988,crvd-V,B-L,crvd-V,B-L,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs,GET-TICKET
4196,GET-TICKET,GET-TICKET,GET-TICKET+,2985,3121,3035,3071,crvd-V,B-L,crvd-V,B-L,ASL_2011_07_22_Brady_scene5-camera1.mov,Lexical Signs,GET-TICKET
4197,GET-TICKET,GET-TICKET,GET-TICKET++,3970,4100,4020,4050,crvd-V,B-L,crvd-V,B-L,ASL_2008_03_28_scene17-camera1.mov,Lexical Signs,GET-TICKET
4198,GET-UP,GET-UP,GET-UP,955,1111,1005,1061,crvd-V,B-L,crvd-V,B-L,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs,GET-UP
4199,GET-UP,GET-UP,GET-UP,625,747,675,697,crvd-V,B-L,crvd-V,B-L,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs,GET-UP
4200,GET-UP,GET-UP,GET-UP,1262,1392,1312,1342,crvd-V,B-L,crvd-V,B-L,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs,GET-UP
4201,GET-UP,GET-UP,GET-UP,3884,4008,3934,3958,crvd-V,B-L,crvd-V,B-L,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GET-UP
4202,GET-UP,GET-UP,GET-UP,2124,2249,2174,2199,crvd-V,B-L,crvd-V,B-L,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs,GET-UP
4203,GHOST,GHOST,GHOST,1216,1361,1266,1311,8,8,8,8,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs,GHOST
4204,GHOST,GHOST,GHOST,1660,1795,1710,1745,8,8,8,8,ASL_2008_02_29_scene39-camera1.mov,Lexical Signs,GHOST
4205,GHOST,GHOST,GHOST,1713,1850,1763,1800,8,8,8,8,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs,GHOST
4206,GHOST,GHOST,GHOST,4091,4231,4141,4181,8,8,8,8,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GHOST
4207,GHOST,GHOST,GHOST,2400,2544,2450,2494,8,8,8,8,ASL_2011_07_19_Brady_scene91-camera1.mov,Lexical Signs,GHOST
4208,GHOST,GHOST_2,GHOST_2,4055,4201,4105,4151,F,O,F,O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene11-camera1.mov,Lexical Signs,GHOST
4209,GHOST,GHOST_2,GHOST_2,782,937,832,887,F,O,F,O,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs,GHOST
4210,GHOST,GHOST_2,GHOST_2,4402,4540,4452,4490,F,O,F,O,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GHOST
195,GIFT,(1h)GIFT,(1h)GIFT,720,850,770,800,X-over-thumb,,X-over-thumb,,ASL_2008_02_01_scene5-camera1.mov,Lexical Signs,GIFT
196,GIFT,(1h)GIFT,(1h)GIFT,561,690,611,640,X,,X,,ASL_2008_05_29a_scene37-camera1.mov,Lexical Signs,GIFT
197,GIFT,(1h)GIFT,(1h)GIFT,742,870,792,820,X,,X,,ASL_2008_08_13_scene5-camera1.mov,Lexical Signs,GIFT
198,GIFT,(1h)GIFT,(1h)GIFT,780,897,830,847,X-over-thumb,,X-over-thumb,,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GIFT
4211,GIFT,GIFT,GIFT,1687,1820,1737,1770,X,X,X,X,ASL_2008_02_15_scene47-camera1.mov,Lexical Signs,GIFT
4212,GIFT,GIFT,GIFT,2756,2870,2806,2820,X,X,X,X,ASL_2011_07_19_Brady_scene41-camera1.mov,Lexical Signs,GIFT
4213,GIGGLE,GIGGLE,GIGGLE,1325,1450,1375,1400,5-C-L,,5-C-L,,ASL_2008_01_11_scene76-camera1.mov,Lexical Signs,GIGGLE
4214,GIGGLE,GIGGLE,GIGGLE,2075,2225,2125,2175,crvd-B,,crvd-B,,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs,GIGGLE
4215,GIGGLE,GIGGLE,GIGGLE,1730,1861,1780,1811,bent-B-L,,bent-B-L,,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs,GIGGLE
4216,GIGGLE,GIGGLE,GIGGLE,2766,2896,2816,2846,bent-B,,bent-B,,ASL_2008_08_04_scene48-camera1.mov,Lexical Signs,GIGGLE
4217,GIGGLE,GIGGLE,GIGGLE,3010,3130,3060,3080,bent-B,,bent-B,,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs,GIGGLE
4218,GIGGLE,GIGGLE,GIGGLE,5383,5512,5433,5462,bent-B,,bent-B,,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GIGGLE
4219,GIGGLE,GIGGLE,GIGGLE,1273,1415,1323,1365,bent-B,,bent-B,,ASL_2011_07_22_Brady_scene40-camera1.mov,Lexical Signs,GIGGLE
4220,GIRAFFE,GIRAFFE,GIRAFFE,1161,1310,1211,1260,crvd-B,,crvd-B,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,GIRAFFE
4221,GIRAFFE,GIRAFFE,GIRAFFE,5655,5777,5705,5727,crvd-B,,crvd-B,,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GIRAFFE
4222,GIRAFFE,GIRAFFE-pl,GIRAFFE-pl,1290,1440,1340,1390,crvd-B,,crvd-B,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,GIRAFFE
4223,GIRAFFE,GIRAFFE-pl,GIRAFFE-pl,6103,6244,6153,6194,crvd-B,,crvd-B,,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,GIRAFFE
4224,GIRL,GIRL,GIRL+,2315,2445,2365,2395,10,,10,,ASL_2008_02_01_scene4-camera1.mov,Lexical Signs,GIRL
4225,GIRL,GIRL,GIRL+,3293,3420,3343,3370,10,,10,,ASL_2008_08_13_scene4-camera1.mov,Lexical Signs,GIRL
4226,GIRL,GIRL,GIRL+,224,347,274,297,10,,10,,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GIRL
4227,GIRL,GIRL,GIRL+,393,520,443,470,10,,10,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs,GIRL
4228,GIRL,GIRL,GIRL+,258,412,308,362,10,,10,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs,GIRL
4229,GIRL,GIRL,GIRL++,1920,2065,1970,2015,10,,10,,ASL_2008_05_29a_scene36-camera1.mov,Lexical Signs,GIRL
40123,GIRL+CORRECT+LAW,GIRL+CORRECT+LAW,GIRL+CORRECT+LAW,511,674,561,624,10,,L,B-L,ASL_2008_02_29_scene33-camera1.mov,Compound Signs,GIRL+CORRECT+LAW
40124,GIRL+FRIEND,GIRL+FRIEND,GIRL+FRIEND,2575,2726,2625,2676,10,,X,X,ASL_2008_02_01_scene4-camera1.mov,Compound Signs,GIRL+FRIEND
40125,GIRL+FRIEND,GIRL+FRIEND,GIRL+FRIEND,2129,2262,2179,2212,10,,L,1,ASL_2008_05_29a_scene36-camera1.mov,Compound Signs,GIRL+FRIEND
40126,GIRL+FRIEND,GIRL+FRIEND,GIRL+FRIEND,3573,3719,3623,3669,10,,X,X,ASL_2008_08_13_scene4-camera1.mov,Compound Signs,GIRL+FRIEND
40127,GIRL+FRIEND,GIRL+FRIEND,GIRL+FRIEND,524,646,574,596,10,,1,1,ASL_2011_06_14_Brady_scene26-camera1.mov,Compound Signs,GIRL+FRIEND
40128,GIRL+FRIEND,GIRL+FRIEND,GIRL+FRIEND,2565,2715,2615,2665,10,,X,X,ASL_2006_10_10_scene11-camera1.mov,Compound Signs,GIRL+FRIEND
40129,GIRL+FRIEND,GIRL+FRIEND,GIRL+FRIEND,2490,2657,2540,2607,10,,L,L,ASL_2007_05_24_scene15-camera1.mov,Compound Signs,GIRL+FRIEND
334,GIVE,(2h)GIVE,(2h)GIVE,535,656,585,606,flat-O,flat-O,flat-O,flat-O,ASL_2008_01_18_scene40-camera1.mov,Lexical Signs,GIVE
335,GIVE,(2h)GIVE,(2h)GIVE,925,1055,975,1005,flat-O,flat-O,flat-O,flat-O,ASL_2008_02_01_scene5-camera1.mov,Lexical Signs,GIVE
336,GIVE,(2h)GIVE,(2h)GIVE,1088,1218,1138,1168,flat-O,flat-O,flat-O,flat-O,ASL_2008_08_13_scene5-camera1.mov,Lexical Signs,GIVE
337,GIVE,(2h)GIVE,(2h)GIVE,992,1108,1042,1058,flat-O,flat-O,flat-O,flat-O,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GIVE
4231,GIVE,GIVE,GIVE,792,916,842,866,flat-O,,flat-O,,ASL_2008_05_29a_scene37-camera1.mov,Lexical Signs,GIVE
4233,GIVE,GIVE,GIVE,520,663,570,613,flat-O,,flat-O,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs,GIVE
4232,GIVE,GIVE_2,GIVE_2,664,776,714,726,flat-O,,flat-O,,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs,GIVE
4240,GIVE,GIVE_2,GIVE_2,1496,1636,1546,1586,flat-O,,flat-O,,ASL_2008_01_18_scene44-camera1.mov,Lexical Signs,GIVE
4234,GIVE-UP,GIVE-UP,GIVE-UP,451,595,501,545,crvd-B,crvd-B,B-L,B-L,ASL_2008_02_01_scene5-camera1.mov,Lexical Signs,GIVE-UP
4235,GIVE-UP,GIVE-UP,GIVE-UP,276,405,326,355,B-L,B-L,B-L,B-L,ASL_2008_05_29a_scene37-camera1.mov,Lexical Signs,GIVE-UP
4236,GIVE-UP,GIVE-UP,GIVE-UP,182,310,232,260,crvd-B,crvd-B,B-L,B-L,ASL_2008_08_13_scene5-camera1.mov,Lexical Signs,GIVE-UP
4237,GIVE-UP,GIVE-UP,GIVE-UP,1480,1598,1530,1548,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,crvd-sprd-B,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GIVE-UP
4238,GIVE-UP,GIVE-UP,GIVE-UP,2834,2954,2884,2904,bent-B-L,bent-B-L,B-L,B-L,ASL_2006_10_10_scene11-camera1.mov,Lexical Signs,GIVE-UP
4239,GIVE-UP,GIVE-UP,GIVE-UP,2772,2919,2822,2869,bent-B,bent-B,B-L,B-L,ASL_2007_05_24_scene15-camera1.mov,Lexical Signs,GIVE-UP
4241,GLASSES,GLASSES,GLASSES+,1245,1390,1295,1340,L,L,baby-O,baby-O,ASL_2008_02_01_scene6-camera1.mov,Lexical Signs,GLASSES
4242,GLASSES,GLASSES,GLASSES+,3713,3845,3763,3795,L,L,baby-O,baby-O,ASL_2008_08_13_scene5-camera1.mov,Lexical Signs,GLASSES
4243,GLASSES_2,GLASSES_2,GLASSES_2+,2245,2367,2295,2317,L-X,L-X,L-X,L-X,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GLASSES_2
4244,GLOBE,GLOBE,GLOBE,1616,1787,1666,1737,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_01_scene6-camera1.mov,Lexical Signs,GLOBE
4245,GLOBE,GLOBE,GLOBE,4065,4195,4115,4145,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_13_scene5-camera1.mov,Lexical Signs,GLOBE
4246,GLOBE,GLOBE,GLOBE,5525,5652,5575,5602,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GLOBE
267,GLORY,(25)GLORY,(25)GLORY,4670,4802,4720,4752,25,B-L,25,B-L,ASL_2008_05_29a_scene37-camera1.mov,Lexical Signs,GLORY
268,GLORY,(25)GLORY,(25)GLORY+,6344,6520,6394,6470,25,B-L,25,B-L,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GLORY
4247,GLORY,GLORY,GLORY,196,361,246,311,5,B-L,5,B-L,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs,GLORY
4248,GLORY,GLORY_2,GLORY_2,5775,5910,5825,5860,5,5,5,5,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GLORY
4249,GLOVES,GLOVES,GLOVES,450,630,500,580,5,5,5,5,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs,GLOVES
4250,GLOVES,GLOVES,GLOVES,7132,7277,7182,7227,S,S,5,5,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GLOVES
4251,GLOVES_2,GLOVES_2,GLOVES_2,217,367,267,317,5,5,5,5,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs,GLOVES_2
514,GLUE,(G)GLUE,(G)GLUE++,461,626,511,576,G,B-L,G,B-L,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs,GLUE
515,GLUE,(G)GLUE,(G)GLUE++,850,1007,900,957,G,B-L,G,B-L,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs,GLUE
4253,GLUE,GLUE,GLUE,1152,1301,1202,1251,cocked-S,B-L,cocked-S,B-L,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs,GLUE
207793,GLUE,GLUE,GLUE,1051,1190,1101,1140,X-over-thumb,B-L,X-over-thumb,B-L,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs,GLUE
4254,GLUE,GLUE,GLUE+,892,1077,942,1027,cocked-S,B-L,cocked-S,B-L,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs,GLUE
4255,GLUE,GLUE,GLUE+,755,890,805,840,X-over-thumb,B-L,X-over-thumb,B-L,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs,GLUE
150,GO,(1h)(5)GO,(1h)(5)GO,1075,1205,1125,1155,5,,5,,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs,GO
199,GO,(1h)GO,(1h)GO,1395,1545,1445,1495,1,,1,,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs,GO
200,GO,(1h)GO,(1h)GO,8723,8850,8773,8800,1,,1,,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,GO
4256,GO,GO,GO,940,1070,990,1020,1,1,1,1,ASL_2008_01_11_scene24-camera1.mov,Lexical Signs,GO
207660,GO,GO,GO,1352,1475,1402,1425,1,1,1,1,ASL_2008_08_04_scene16-camera1.mov,Lexical Signs,GO
207661,GO,GO,GO,1368,1477,1418,1427,1,1,1,1,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs,GO
4259,GO,GO,GO+,1145,1271,1195,1221,1,1,1,bent-1,ASL_2008_01_11_scene24-camera1.mov,Lexical Signs,GO
4260,GO,GO,GO+,970,1101,1020,1051,1,1,1,1,ASL_2008_05_12a_scene16-camera1.mov,Lexical Signs,GO
4261,GO,GO,GO+,3115,3241,3165,3191,1,1,bent-1,bent-1,ASL_2008_08_04_scene16-camera1.mov,Lexical Signs,GO
4262,GO,GO,GO++,2290,2430,2340,2380,1,1,1,1,ASL_2008_05_12a_scene16-camera1.mov,Lexical Signs,GO
4263,GO-AWAY,GO-AWAY,GO-AWAY,705,830,755,780,bent-B-L,,5,,ASL_2008_01_11_scene27-camera1.mov,Lexical Signs,GO-AWAY
4264,GO-AWAY,GO-AWAY,GO-AWAY,3636,3760,3686,3710,bent-B-L,,5,,ASL_2008_05_12a_scene17-camera1.mov,Lexical Signs,GO-AWAY
4265,GO-AWAY,GO-AWAY,GO-AWAY,1465,1591,1515,1541,bent-B-L,,5,,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs,GO-AWAY
4266,GO-AWAY,GO-AWAY,GO-AWAY,3103,3225,3153,3175,crvd-B,,5,,ASL_2008_08_04_scene17-camera1.mov,Lexical Signs,GO-AWAY
4267,GO-AWAY,GO-AWAY,GO-AWAY,2530,2658,2580,2608,crvd-B,,B-L,,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs,GO-AWAY
4268,GO-AWAY,GO-AWAY,GO-AWAY,3828,3951,3878,3901,bent-B-L,,B-L,,ASL_2011_06_08_Brady_scene14-camera1.mov,Lexical Signs,GO-AWAY
4269,GO-AWAY,GO-AWAY_2,GO-AWAY_2,1790,1915,1840,1865,bent-B-L,,B-L,,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs,GO-AWAY
4270,GO-AWAY,GO-AWAY_2,GO-AWAY_2+++,209,337,259,287,B-L,,B-L,,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,GO-AWAY
4271,GO-BY-BOAT,GO-BY-BOAT,GO-BY-BOAT,2021,2190,2071,2140,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs,GO-BY-BOAT
4272,GO-BY-BOAT,GO-BY-BOAT,GO-BY-BOAT,1725,1866,1775,1816,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs,GO-BY-BOAT
4273,GO-BY-BOAT,GO-BY-BOAT,GO-BY-BOAT,425,554,475,504,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,GO-BY-BOAT
4274,GO-BY-BOAT,GO-BY-BOAT,GO-BY-BOAT,454,584,504,534,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_07_22_Brady_scene44-camera1.mov,Lexical Signs,GO-BY-BOAT
4275,GO-BY-BOAT,GO-BY-BOAT_2,GO-BY-BOAT_2,2840,2965,2890,2915,B-L,B-L,B-L,B-L,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs,GO-BY-BOAT
207864,GO-OUT,GO-OUT,GO-OUT,2233,2375,2283,2325,5,,flat-O,,ASL_2006_01_20_scene22-camera1.mov,Lexical Signs,GO-OUT
4277,GO-OUT,GO-OUT,GO-OUT+,2864,2994,2914,2944,fanned-flat-O,,flat-O,,ASL_2011_07_19_Brady_scene23-camera1.mov,Lexical Signs,GO-OUT
129,GO-STEADY,(1)GO-STEADY,(1)GO-STEADY+,3020,3195,3070,3145,1,1,1,1,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs,GO-STEADY
4278,GO-TO-IT,GO-TO-IT,GO-TO-IT,595,720,645,670,1,,1,,ASL_2008_02_01_scene8-camera1.mov,Lexical Signs,GO-TO-IT
4279,GO-TO-IT,GO-TO-IT,GO-TO-IT,226,356,276,306,1,,1,,ASL_2008_05_29a_scene39-camera1.mov,Lexical Signs,GO-TO-IT
4280,GO-TO-IT,GO-TO-IT,GO-TO-IT,693,812,743,762,bent-1,,bent-1,,ASL_2008_08_13_scene7-camera1.mov,Lexical Signs,GO-TO-IT
4281,GO-TO-IT,GO-TO-IT,GO-TO-IT,1560,1680,1610,1630,1,,1,,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,GO-TO-IT
4282,GO-TO-IT,GO-TO-IT,GO-TO-IT,636,753,686,703,1,,bent-1,,ASL_2011_07_22_Brady_scene44-camera1.mov,Lexical Signs,GO-TO-IT
4283,GOAL,GOAL,GOAL,836,981,886,931,1,1,1,1,ASL_2008_02_01_scene8-camera1.mov,Lexical Signs,GOAL
4284,GOAL,GOAL,GOAL,1535,1675,1585,1625,1,1,1,1,ASL_2008_02_29_scene40-camera1.mov,Lexical Signs,GOAL
4285,GOAL,GOAL,GOAL,1495,1627,1545,1577,1,1,1,1,ASL_2008_03_28_scene21-camera1.mov,Lexical Signs,GOAL
4286,GOAL,GOAL,GOAL,490,617,540,567,1,1,1,1,ASL_2008_05_29a_scene39-camera1.mov,Lexical Signs,GOAL
4287,GOAL,GOAL,GOAL,996,1125,1046,1075,1,D,1,D,ASL_2008_08_13_scene7-camera1.mov,Lexical Signs,GOAL
4288,GOAL,GOAL,GOAL,1806,1921,1856,1871,1,1,1,1,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,GOAL
4289,GOAL,GOAL,GOAL,2844,2970,2894,2920,1,1,1,1,ASL_2011_07_19_Brady_scene92-camera1.mov,Lexical Signs,GOAL
4290,GOAL,GOAL,GOAL,1266,1390,1316,1340,1,1,1,1,ASL_2011_07_22_Brady_scene9-camera1.mov,Lexical Signs,GOAL
4291,GOAT,GOAT,GOAT,1040,1177,1090,1127,cocked-U,,V,,ASL_2008_02_01_scene8-camera1.mov,Lexical Signs,GOAT
4292,GOAT,GOAT,GOAT,681,810,731,760,cocked-U,,V,,ASL_2008_05_29a_scene39-camera1.mov,Lexical Signs,GOAT
4293,GOAT,GOAT,GOAT,2021,2142,2071,2092,N,,V,,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,GOAT
4294,GOD,GOD,GOD,1255,1396,1305,1346,B,,B,,ASL_2008_02_01_scene8-camera1.mov,Lexical Signs,GOD
4295,GOD,GOD,GOD,875,1000,925,950,flat-B,,flat-B,,ASL_2008_05_29a_scene39-camera1.mov,Lexical Signs,GOD
4296,GOD,GOD,GOD,1597,1720,1647,1670,B-L,,B-L,,ASL_2008_08_13_scene7-camera1.mov,Lexical Signs,GOD
4297,GOD,GOD,GOD,2475,2595,2525,2545,B,,B,,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,GOD
269,GOLD/ns-CALIFORNIA,(25)ns-CALIFORNIA,(25)ns-CALIFORNIA++,1420,1555,1470,1505,25,,25,,ASL_2008_05_12a_scene38-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
516,GOLD/ns-CALIFORNIA,(G)GOLD,(G)GOLD,1127,1250,1177,1200,G,,G,,ASL_2008_05_29a_scene39-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
4298,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,1995,2115,2045,2065,I-L-Y,,Y,,ASL_2008_01_11_scene61-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
4299,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,2915,3030,2965,2980,I-L-Y,,Y,,ASL_2008_08_04_scene39-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
4300,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,1957,2072,2007,2022,I-L-Y,,Y,,ASL_2008_08_13_scene7-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
4301,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,13993,14106,14043,14056,L,,Y,,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
4302,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,14268,14385,14318,14335,L,,Y,,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
4303,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,2705,2823,2755,2773,L,,Y,,ASL_2011_06_14_Brady_scene27-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
4304,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA,GOLD/ns-CALIFORNIA+,307,435,357,385,I-L-Y,,Y,,ASL_2006_10_10_scene5-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
6207,GOLD/ns-CALIFORNIA,ns-CALIFORNIA_2,ns-CALIFORNIA_2,372,500,422,450,1,,Y,,ASL_2007_05_24_scene9-camera1.mov,Lexical Signs,GOLD/ns-CALIFORNIA
